winner,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,t1_towerKills,t1_inhibitorKills,t1_baronKills,t1_dragonKills,t1_riftHeraldKills,t1_ban1,t1_ban2,t1_ban3,t1_ban4,t1_ban5,t2_towerKills,t2_inhibitorKills,t2_baronKills,t2_dragonKills,t2_riftHeraldKills,t2_ban1,t2_ban2,t2_ban3,t2_ban4,t2_ban5
2,1,0,0,0,0,0,0,0,0,0,0,141,498,122,119,412,0,0,0,0,0,31,67,122,105,75
1,1,1,1,1,1,0,11,3,1,3,0,238,16,245,40,8,0,0,0,0,0,164,122,157,18,40
2,1,2,2,2,1,2,3,0,0,2,0,53,238,157,122,103,10,2,1,1,1,497,51,6,96,498
1,2,2,2,1,2,2,8,1,2,1,0,122,141,99,89,238,8,1,0,4,1,254,119,90,51,122
2,2,2,2,2,2,0,1,0,0,0,0,268,19,105,240,157,8,2,1,3,0,238,40,18,98,55
1,1,1,1,1,2,2,10,3,2,1,0,8,117,40,63,33,4,0,0,2,1,29,91,18,19,67
1,2,2,1,1,1,0,11,4,2,5,0,57,11,16,114,18,1,0,0,0,0,29,117,105,18,24
2,2,1,2,2,2,0,2,0,0,0,0,122,75,53,84,236,10,2,1,3,0,51,17,22,157,154
1,2,1,1,0,1,0,10,2,0,3,0,51,58,141,34,154,1,0,0,0,0,92,238,157,11,154
1,1,1,1,1,2,0,11,2,1,2,0,6,61,31,157,57,1,0,0,2,0,31,75,11,67,154
2,2,2,2,2,1,1,3,0,0,2,1,40,119,134,18,122,9,2,1,1,0,121,141,117,4,157
2,2,2,2,2,2,0,3,0,0,0,0,498,29,103,154,41,11,3,1,4,0,105,51,85,157,64
2,2,2,2,2,2,0,2,0,0,0,0,19,412,420,131,122,10,2,1,3,0,63,67,31,90,7
2,1,2,2,0,2,0,1,0,0,0,0,8,5,122,23,53,8,1,0,2,0,122,117,57,412,63
2,2,2,2,2,1,1,3,0,0,2,1,40,157,31,23,18,11,3,1,2,0,238,16,3,31,157
2,2,2,2,2,1,2,0,0,0,1,0,40,31,57,103,119,11,4,1,2,1,31,67,3,58,40
2,1,2,2,1,1,2,5,0,1,3,0,154,80,84,134,157,9,1,0,0,1,117,31,122,42,38
2,2,2,2,2,2,2,2,0,0,0,0,40,31,29,157,36,8,2,1,3,1,157,18,103,75,516
2,1,2,2,2,1,2,4,0,0,2,0,238,157,7,222,84,7,1,1,1,1,154,498,76,7,236
1,2,1,0,0,1,0,3,0,0,1,0,23,19,17,75,429,0,0,0,0,0,122,31,157,60,55
2,1,2,2,2,2,1,4,0,0,0,1,51,238,8,157,29,10,2,1,4,0,134,57,119,19,157
2,2,2,0,0,2,2,0,0,0,0,0,157,24,96,238,103,4,0,0,1,1,7,35,105,53,-1
2,2,1,2,0,2,0,2,0,0,0,0,57,238,38,75,31,8,1,0,1,0,36,67,19,141,45
2,0,0,0,0,0,0,0,0,0,0,0,18,51,105,53,201,0,0,0,0,0,516,53,19,157,67
1,2,1,2,1,2,0,8,1,1,1,0,75,51,122,31,67,4,1,0,1,0,55,114,141,11,29
1,1,1,1,1,1,1,11,4,1,1,1,16,11,8,43,40,0,0,0,0,0,114,157,50,238,40
2,1,2,2,0,2,2,1,0,0,0,0,40,75,60,57,119,10,1,0,1,1,56,19,119,15,17
1,2,2,2,1,1,0,10,2,1,3,0,157,103,6,412,31,4,1,0,1,0,154,57,113,119,103
2,1,2,2,2,1,0,1,0,0,1,0,238,114,55,23,157,10,2,1,2,0,18,238,113,90,122
2,2,2,2,2,2,0,2,0,0,0,0,498,28,53,157,75,9,1,1,3,0,31,19,75,55,29
2,2,2,2,2,2,0,4,0,0,0,0,150,29,40,31,92,9,2,1,1,0,57,40,29,31,113
2,1,1,2,0,1,1,3,0,0,2,1,157,91,18,105,40,11,4,0,2,0,75,122,29,55,420
2,1,2,2,2,1,0,4,0,0,1,0,238,134,154,31,32,9,1,1,2,0,119,18,40,122,117
1,1,2,2,1,1,2,9,2,1,3,0,238,58,103,157,105,8,2,0,0,1,81,122,40,63,28
2,1,2,2,2,2,0,0,0,0,0,0,238,40,11,420,53,10,2,1,2,0,157,75,238,105,5
1,2,1,1,1,1,0,11,3,1,3,0,51,134,57,421,11,2,0,0,1,0,119,75,157,122,50
1,1,1,1,1,1,0,11,1,1,2,0,238,154,498,157,51,1,0,0,0,0,57,141,29,154,40
1,1,1,1,1,1,1,10,2,1,2,1,67,31,41,119,114,3,0,0,1,0,18,53,31,141,80
1,1,1,1,0,2,1,11,2,0,1,1,24,119,61,157,105,0,0,0,1,0,53,64,126,86,117
2,2,2,2,2,2,1,2,0,0,0,1,40,117,113,38,31,7,1,1,3,0,18,7,29,40,38
2,1,2,2,0,2,2,1,0,0,0,0,105,157,122,28,114,10,2,0,1,1,85,64,117,157,51
1,1,1,1,0,1,1,11,2,0,2,1,238,157,51,122,134,2,0,0,0,0,57,90,92,53,245
1,2,2,2,2,1,1,6,1,1,2,1,57,90,157,11,240,8,2,1,2,0,122,11,157,141,114
2,2,1,2,2,2,0,4,0,0,1,0,141,67,516,122,157,10,3,1,4,0,238,-1,75,114,53
1,1,1,1,1,1,2,10,3,1,2,0,32,421,31,53,61,2,0,0,0,1,11,31,420,53,45
2,2,2,2,0,2,0,0,0,0,0,0,89,31,67,238,19,10,2,0,1,0,24,141,119,19,238
1,1,1,1,0,1,0,11,3,0,3,0,31,141,53,19,57,1,0,0,0,0,157,31,131,154,117
1,1,2,0,0,1,0,2,0,0,1,0,79,31,67,91,157,1,0,0,0,0,18,117,24,8,141
2,2,2,2,2,2,0,6,0,0,1,0,245,57,55,24,141,8,2,3,2,0,79,40,29,31,121
2,1,2,2,2,2,0,4,0,0,1,0,157,63,497,117,238,10,1,1,1,0,31,103,498,117,51
2,2,2,2,0,2,0,0,0,0,0,0,96,89,131,238,53,11,2,0,1,0,245,18,55,90,31
2,1,2,2,2,2,0,6,0,0,0,0,43,23,21,45,41,8,1,1,2,0,19,245,1,51,114
2,2,1,2,2,2,0,7,1,0,2,0,31,63,11,92,122,10,2,3,1,0,29,157,35,222,53
1,1,1,1,0,1,1,9,3,0,2,1,-1,45,238,40,516,0,0,0,0,0,17,29,53,18,157
2,2,2,2,1,1,2,5,0,1,2,0,29,238,16,40,57,11,3,2,3,1,31,90,75,122,40
1,2,1,1,2,2,2,7,1,1,1,0,53,19,238,105,67,6,0,1,1,1,157,-1,29,31,61
1,1,1,0,2,1,2,3,0,0,1,0,117,122,40,154,157,2,0,1,2,1,122,11,29,19,31
2,2,2,2,2,2,1,3,0,0,1,1,84,119,7,24,157,10,2,1,2,0,92,154,38,10,55
2,2,2,2,2,2,2,0,0,0,0,0,497,238,114,69,-1,11,3,1,3,1,89,105,238,154,157
1,1,1,1,0,1,0,10,2,0,2,0,57,40,119,99,51,1,0,0,0,0,141,84,240,75,31
2,1,1,0,0,1,0,2,0,0,1,0,119,141,238,122,75,4,0,0,2,0,154,31,119,38,157
2,2,2,2,2,2,0,3,0,0,1,0,11,238,122,105,5,10,2,1,1,0,53,11,141,31,412
1,0,0,0,0,0,0,0,0,0,0,0,245,121,85,51,53,0,0,0,0,0,122,157,3,53,236
2,1,2,2,0,1,1,2,0,0,2,1,238,122,51,154,23,10,1,0,1,0,412,119,157,80,141
1,1,2,1,1,2,0,10,2,1,1,0,157,105,51,117,11,4,0,0,3,0,28,420,29,105,154
1,1,2,1,0,1,0,9,1,0,1,0,18,40,117,245,23,2,0,0,0,0,516,238,40,136,119
1,1,1,1,1,1,0,9,2,1,3,0,105,67,53,157,238,4,0,0,0,0,16,25,58,238,7
1,1,1,1,0,2,0,9,2,0,1,0,60,157,41,31,201,4,0,0,2,0,75,19,119,238,23
2,2,1,2,2,1,2,3,0,0,2,0,18,31,238,37,75,8,1,2,1,1,61,141,119,238,154
2,2,2,2,2,2,0,1,0,0,0,0,121,53,238,122,105,10,2,1,2,0,55,11,157,498,1
2,2,2,2,2,1,2,2,0,0,1,0,63,90,96,29,31,9,1,1,2,1,29,141,40,119,105
2,2,1,0,2,2,0,8,0,0,2,0,24,157,238,122,43,7,0,1,2,0,516,63,61,92,25
1,2,1,0,0,2,1,7,0,0,0,1,141,55,16,75,122,0,0,0,1,0,91,113,18,141,119
2,2,2,2,2,2,2,2,0,0,0,0,164,8,33,141,84,10,2,1,3,1,79,134,40,59,18
1,2,1,1,0,1,0,10,3,0,3,0,105,157,131,31,18,1,0,0,1,0,120,19,122,40,157
1,2,1,1,1,1,1,10,3,1,3,1,6,64,40,38,103,0,0,0,0,0,141,18,33,114,31
2,2,2,2,0,2,0,0,0,0,0,0,412,122,105,86,19,11,3,0,1,0,75,34,53,420,17
1,1,1,1,2,1,1,10,3,1,4,1,33,19,238,157,161,6,0,1,0,0,141,516,5,119,157
1,1,2,1,0,1,2,9,2,0,2,0,8,154,20,59,16,2,0,0,1,1,154,163,80,98,29
1,1,1,1,1,1,0,9,2,1,1,0,498,40,141,157,119,1,0,0,0,0,40,89,53,516,420
2,2,2,2,2,2,0,2,0,0,1,0,141,40,7,29,16,9,1,1,1,0,117,19,29,497,40
2,2,2,2,0,2,1,5,0,0,0,1,516,6,11,75,39,7,1,0,3,0,238,141,25,57,40
1,1,1,1,1,1,1,10,2,1,2,1,67,157,29,122,113,1,0,0,0,0,245,236,114,157,31
2,1,2,2,0,2,0,0,0,0,0,0,53,516,113,202,154,11,3,0,3,0,25,157,17,516,84
1,1,2,1,1,1,1,11,3,2,3,1,91,119,53,80,115,3,0,0,1,0,223,18,141,3,40
2,1,2,0,0,2,0,0,0,0,0,0,55,202,53,157,61,2,0,0,2,0,26,238,157,53,122
1,1,1,1,0,1,0,7,1,0,2,0,238,154,81,114,19,0,0,0,0,0,119,154,157,117,17
1,1,1,1,1,1,1,9,1,1,1,1,31,38,238,8,18,2,0,0,0,0,157,31,19,92,154
2,2,2,2,0,1,0,1,0,0,1,0,6,31,157,51,67,11,4,0,1,0,40,29,238,412,119
1,1,1,0,1,2,0,6,0,1,0,0,119,141,136,96,29,3,0,0,2,0,157,117,141,91,57
1,1,1,1,1,1,1,9,1,1,3,1,29,51,113,79,154,2,0,0,0,0,122,154,19,121,238
2,2,2,2,2,2,2,3,0,0,0,0,92,18,161,516,40,10,2,1,2,1,39,154,90,117,40
1,2,1,1,1,1,0,10,2,1,3,0,154,40,113,157,141,0,0,0,0,0,67,24,516,141,31
2,1,1,2,2,1,0,1,0,0,2,0,497,67,157,5,80,10,2,1,1,0,157,141,122,16,119
1,1,1,1,0,1,2,9,3,0,3,0,19,31,40,134,57,3,0,0,0,1,29,105,53,69,-1
1,2,2,1,1,2,2,8,1,1,1,0,38,29,57,64,18,4,0,0,1,1,18,164,57,53,154
1,1,2,1,1,1,0,10,2,1,1,0,119,154,18,238,131,4,0,0,2,0,119,11,18,498,114
2,2,2,2,0,2,2,2,0,0,0,0,157,114,122,51,223,9,1,0,2,1,117,38,114,60,55
2,2,2,0,0,2,2,0,0,0,0,0,51,516,55,6,57,4,0,0,1,1,53,154,119,122,103
1,1,2,1,1,1,0,7,1,1,2,0,40,25,55,45,75,2,0,0,1,0,53,119,31,75,222
2,2,2,2,2,2,2,2,0,0,0,0,51,57,31,421,412,10,2,1,2,1,26,107,238,121,119
2,1,2,2,1,2,0,4,0,1,1,0,25,119,122,11,238,9,1,0,2,0,80,61,6,51,35
1,1,2,1,2,2,0,11,3,1,0,0,11,157,245,53,238,5,0,1,5,0,92,119,11,18,21
2,1,1,1,2,1,0,9,2,0,3,0,122,164,131,117,6,8,2,2,1,0,31,6,57,117,19
1,1,2,1,1,1,0,9,1,1,4,0,164,119,31,23,67,1,0,0,0,0,6,18,75,53,157
2,2,2,2,0,2,1,0,0,0,0,1,122,238,141,420,89,10,2,0,2,0,122,412,119,117,28
2,2,1,1,0,2,0,7,1,0,0,0,103,80,238,53,19,11,2,0,3,0,157,154,53,119,131
2,1,2,2,0,1,2,0,0,0,1,0,31,-1,154,50,238,9,2,0,2,1,40,31,412,157,1
2,1,2,2,2,2,0,3,0,0,1,0,114,117,18,40,31,10,2,1,2,0,29,240,91,31,141
2,2,2,2,1,2,0,8,2,1,1,0,122,238,117,58,157,9,3,0,4,0,29,91,25,18,23
2,1,2,2,2,2,0,3,0,0,1,0,154,57,122,497,516,9,1,1,1,0,114,51,31,55,141
1,1,2,1,1,1,0,11,2,1,3,0,134,55,7,126,75,1,0,0,0,0,114,35,96,53,90
2,2,2,2,2,2,1,5,0,0,2,1,18,157,238,119,25,8,1,1,2,0,67,29,150,157,39
2,2,2,2,2,2,1,3,0,0,0,1,91,29,11,157,412,11,2,1,4,0,117,103,36,222,105
2,1,2,2,2,2,2,0,0,0,0,0,51,105,64,122,154,9,2,1,3,1,21,412,1,114,53
1,1,1,1,0,1,0,10,2,0,3,0,141,67,-1,58,54,1,0,0,0,0,122,80,245,119,19
2,2,2,2,2,2,0,0,0,0,0,0,62,7,38,31,141,11,3,1,2,0,75,154,40,61,122
1,1,2,1,1,1,1,11,4,1,4,1,105,498,41,157,154,2,0,0,0,0,25,41,79,67,112
1,2,2,1,1,2,0,8,1,1,1,0,40,117,18,114,38,3,0,0,1,0,119,516,51,38,31
1,1,1,1,0,1,0,6,1,0,2,0,119,51,31,157,122,3,0,0,1,0,133,53,67,40,64
2,2,1,2,2,2,1,5,0,1,0,1,3,427,240,119,105,11,3,1,2,0,29,11,266,222,105
2,1,2,2,0,1,2,2,0,0,1,0,64,498,157,79,238,8,3,0,1,1,119,266,102,67,63
1,1,1,1,0,1,0,11,3,0,1,0,105,119,55,3,122,1,0,0,0,0,53,3,11,498,122
1,2,2,0,2,2,2,7,0,0,0,0,31,61,40,122,114,6,0,1,3,1,57,85,238,40,141
2,1,1,2,2,2,2,4,0,0,0,0,75,40,105,157,31,11,4,1,2,1,238,53,432,498,412
2,2,1,2,2,2,0,5,0,0,1,0,53,40,64,31,28,8,1,2,2,0,18,238,119,31,57
2,2,2,2,0,2,2,0,0,0,0,0,40,53,31,18,57,9,2,0,2,1,31,119,164,38,18
1,1,1,1,1,1,1,9,1,1,2,1,238,157,141,90,150,0,0,0,0,0,119,18,105,64,238
2,2,2,2,2,2,2,0,0,0,0,0,18,33,8,40,114,11,3,1,3,1,31,29,8,141,40
1,1,2,2,2,1,0,11,3,0,4,0,119,157,67,114,40,6,1,2,1,0,11,238,12,92,498
2,2,2,2,2,1,2,2,0,0,2,0,67,114,154,58,412,9,1,1,0,1,154,-1,119,51,113
2,2,2,0,0,2,2,0,0,0,0,0,53,40,154,57,150,7,0,0,1,1,42,40,516,412,29
2,2,1,2,2,2,0,4,0,0,2,0,11,114,141,103,18,8,2,2,3,0,31,412,28,141,157
2,2,1,2,0,1,2,4,0,0,2,0,79,18,11,105,8,7,1,0,1,1,117,113,268,11,238
1,1,1,1,0,2,1,10,2,0,1,1,498,117,113,51,18,0,0,0,1,0,18,122,141,17,53
2,1,2,1,0,1,0,6,1,0,2,0,119,105,29,11,55,7,1,0,1,0,92,119,63,498,105
2,2,2,1,2,2,2,4,1,0,1,0,17,91,122,516,157,10,2,1,4,1,103,119,75,53,64
1,1,1,1,2,2,1,9,1,0,2,1,157,119,141,18,267,3,0,2,1,0,16,31,141,238,57
1,1,1,1,0,2,0,9,2,0,3,0,122,51,53,238,157,2,0,0,1,0,89,122,7,67,53
2,2,1,2,2,1,2,3,0,0,1,0,19,105,157,29,55,10,2,1,3,1,31,40,84,122,45
2,1,2,2,0,2,1,2,0,0,1,1,69,6,412,245,53,9,2,0,2,0,105,51,8,122,17
1,2,2,2,2,2,1,10,4,1,2,1,119,5,98,103,55,9,3,2,3,0,223,53,40,157,80
2,1,2,0,0,1,0,2,0,0,1,0,58,23,412,157,53,6,0,0,1,0,61,81,53,60,157
2,2,2,2,1,2,0,5,0,1,1,0,202,157,150,24,141,9,1,2,3,0,420,42,33,17,45
2,2,1,2,2,1,0,4,0,0,2,0,90,238,157,31,122,7,1,1,1,0,122,23,58,45,154
1,1,2,1,0,1,0,8,1,0,3,0,39,122,157,11,105,4,0,0,0,0,53,55,57,51,154
2,2,2,2,2,2,1,4,0,0,1,1,122,40,238,43,516,10,4,3,5,0,238,18,38,126,92
2,2,2,1,2,1,0,7,1,0,1,0,238,72,84,119,19,10,1,1,1,0,64,21,157,84,31
1,1,1,1,0,1,0,8,1,0,2,0,53,122,119,29,64,1,0,0,0,0,157,64,27,122,115
1,2,1,1,2,1,1,9,2,0,3,1,412,51,92,157,53,5,0,1,0,0,122,117,157,51,29
2,2,1,2,2,2,1,2,0,0,1,1,141,105,23,412,427,11,3,1,3,0,18,240,122,154,157
2,1,1,2,2,2,0,1,0,0,0,0,238,36,157,24,516,11,3,2,3,0,53,238,9,157,122
1,1,1,1,1,1,0,11,4,1,4,0,40,105,122,141,19,5,1,0,0,0,-1,157,92,40,114
2,2,2,2,0,2,0,2,0,0,0,0,119,131,157,11,122,8,2,0,2,0,31,157,5,516,122
1,1,1,1,1,1,2,10,2,1,2,0,16,51,19,40,29,4,0,0,0,1,40,23,143,7,31
1,1,1,0,0,1,0,3,0,0,1,0,122,38,29,-1,-1,1,0,0,0,0,114,51,122,119,105
2,1,2,2,2,2,0,2,0,0,0,0,238,75,154,24,157,11,3,1,2,0,141,150,18,157,31
2,2,2,2,2,1,1,5,0,0,2,1,141,51,11,58,105,9,2,2,2,0,114,516,134,11,157
2,2,2,2,2,1,2,2,0,0,1,0,238,53,75,79,67,11,2,1,2,1,91,53,23,29,157
2,2,2,2,1,1,0,0,0,1,1,0,164,63,11,6,240,10,2,0,1,0,18,11,40,67,58
1,1,1,2,1,2,2,7,1,2,3,0,86,59,154,157,25,11,4,0,2,1,105,6,28,29,122
1,2,1,1,0,1,1,11,2,0,3,1,18,154,79,57,238,0,0,0,0,0,57,238,38,25,154
1,2,2,1,2,2,2,10,4,1,3,0,33,31,113,154,53,5,0,1,3,1,122,29,24,53,203
2,2,2,2,1,2,2,2,0,1,0,0,157,238,8,75,119,11,3,0,3,1,84,31,11,75,53
2,2,2,0,0,2,0,0,0,0,0,0,122,141,154,3,92,1,0,0,2,0,114,14,19,38,51
1,2,2,1,0,1,2,7,1,0,2,0,157,40,90,114,117,4,0,0,1,1,18,117,36,141,75
2,2,2,2,0,2,0,1,0,0,0,0,24,154,51,157,5,11,3,0,3,0,412,86,53,157,64
2,1,2,2,0,1,1,3,0,0,1,1,114,28,18,11,157,9,2,0,1,0,238,154,17,141,134
1,1,1,1,1,1,1,11,4,1,3,1,57,75,154,31,29,2,0,0,0,0,122,498,40,8,164
1,1,1,1,1,1,1,9,1,1,2,1,29,31,40,113,114,1,0,0,1,0,117,57,40,245,19
2,1,1,2,1,1,1,8,0,1,3,1,-1,238,-1,157,-1,10,3,0,2,0,202,157,238,53,67
1,2,1,1,1,1,1,11,3,1,3,1,157,51,117,498,23,3,0,0,0,0,154,51,117,131,114
1,2,1,2,1,1,1,8,1,2,2,1,63,31,238,29,67,7,1,0,3,0,31,11,63,75,157
1,2,1,1,1,1,0,9,1,1,3,0,53,157,134,122,51,1,0,0,0,0,420,157,7,119,18
2,2,0,0,0,0,0,0,0,0,0,0,11,122,498,84,18,0,0,0,0,0,67,16,245,11,157
2,2,1,2,2,2,0,5,0,0,1,0,105,31,114,223,80,8,1,2,2,0,6,57,84,141,75
2,1,1,2,1,2,0,4,1,1,1,0,84,157,67,17,236,10,4,0,3,0,122,11,51,36,103
2,1,1,1,2,2,1,7,1,0,0,1,92,412,134,18,51,10,2,2,4,0,245,141,119,122,75
1,1,2,2,1,1,2,11,3,1,2,0,154,80,40,104,122,8,1,0,2,1,114,31,238,150,157
2,1,2,2,2,2,0,0,0,0,0,0,202,84,34,25,105,11,3,1,2,0,19,63,11,69,122
2,2,2,2,2,2,0,2,0,0,0,0,157,103,67,23,40,11,3,1,3,0,18,122,90,11,53
1,1,1,1,0,1,0,10,2,0,2,0,157,114,238,119,55,0,0,0,0,0,236,154,141,245,157
2,2,2,2,0,2,1,1,0,0,0,1,157,51,154,105,420,8,2,0,2,0,122,99,51,1,64
1,1,1,1,0,1,0,9,2,0,2,0,55,516,57,157,18,0,0,0,0,0,141,40,103,10,122
2,2,2,0,0,2,0,1,0,0,0,0,31,55,126,18,122,4,0,0,1,0,53,18,31,75,40
1,1,1,1,1,1,2,9,2,1,2,0,16,154,114,141,119,1,0,0,0,1,38,236,154,238,157
1,1,2,2,1,2,0,7,1,2,0,0,7,53,51,105,164,7,1,0,4,0,254,53,29,39,51
2,1,1,1,2,2,1,6,1,1,2,1,40,134,79,60,28,8,2,1,3,0,40,16,8,119,429
1,1,1,1,1,1,1,8,1,1,2,1,29,119,157,23,1,2,0,0,1,0,114,105,122,498,157
2,2,2,2,2,1,1,5,0,0,3,1,105,245,516,119,24,9,1,1,0,0,11,67,29,516,-1
1,2,2,1,2,1,2,7,1,0,2,0,122,16,19,40,55,4,0,1,0,1,31,18,40,141,92
1,1,1,1,2,2,0,10,3,0,1,0,31,141,6,84,157,4,0,1,2,0,117,30,113,238,57
2,2,2,0,0,2,2,2,0,0,0,0,64,23,51,53,122,6,0,0,2,1,141,53,238,99,122
2,2,2,2,0,1,0,6,0,0,2,0,157,122,39,115,18,8,1,0,1,0,141,420,122,90,429
1,1,1,1,0,1,0,10,1,0,2,0,120,122,157,141,26,0,0,0,0,0,157,122,29,238,201
1,1,1,1,1,1,0,10,1,1,2,0,31,154,238,141,90,5,0,0,0,0,117,141,38,16,40
1,2,2,1,0,2,2,10,2,0,0,0,114,134,79,238,122,5,0,0,2,1,58,29,55,18,11
2,1,2,2,0,1,0,2,0,0,2,0,40,67,105,238,157,8,1,0,2,0,31,75,18,154,134
1,1,1,1,0,1,0,11,2,0,1,0,516,222,157,105,42,0,0,0,0,0,157,25,40,105,89
2,2,1,2,2,2,0,4,0,0,0,0,11,28,24,154,63,8,1,1,2,0,28,63,157,498,114
2,2,2,2,0,2,2,2,0,0,2,0,11,51,75,31,59,11,3,0,2,1,119,89,105,11,103
1,1,1,0,0,1,0,4,0,0,1,0,61,157,141,36,31,0,0,0,0,0,91,105,117,80,113
1,1,1,1,0,1,1,11,3,0,2,1,75,6,154,2,105,1,0,0,0,0,31,105,122,141,63
2,1,2,2,2,2,2,3,0,0,1,0,40,31,105,154,119,11,3,1,1,1,67,122,40,29,119
2,1,2,2,0,2,0,0,0,0,0,0,122,18,55,157,11,10,1,0,3,0,238,427,31,29,90
2,1,2,2,2,2,2,2,0,0,0,0,29,18,55,92,40,11,3,1,3,1,55,117,16,31,41
1,1,2,1,1,2,2,11,3,1,0,0,59,-1,516,18,117,4,0,0,2,1,60,29,516,79,114
1,2,1,1,1,1,1,10,2,1,2,1,50,157,29,18,143,3,0,0,0,0,141,254,67,40,19
2,1,2,2,2,2,2,1,0,0,0,0,3,497,164,79,60,11,3,1,1,1,154,7,40,157,141
1,2,2,1,1,1,0,11,3,1,2,0,122,516,55,105,54,3,0,0,0,0,238,11,420,122,67
1,1,1,1,0,1,0,11,3,0,2,0,122,75,31,498,154,0,0,0,0,0,11,103,64,497,17
2,2,2,2,2,1,2,3,0,0,1,0,19,157,134,24,23,11,2,1,2,1,105,35,103,141,80
1,1,2,1,0,2,0,9,2,0,1,0,420,29,134,67,17,2,0,0,1,0,31,238,61,53,498
2,2,2,2,0,1,2,3,0,0,3,0,238,245,89,40,240,7,2,0,0,1,157,51,21,106,122
2,1,2,2,0,1,0,0,0,0,1,0,31,119,157,75,105,11,3,0,1,0,238,21,29,53,157
2,2,2,2,0,2,2,0,0,0,0,0,122,40,497,141,29,10,2,0,2,1,19,141,31,154,516
1,1,1,0,0,0,0,4,0,0,0,0,58,69,53,25,119,1,0,0,0,0,238,103,75,24,17
2,1,2,2,2,2,0,4,0,0,1,0,154,238,38,157,26,10,3,2,2,0,114,55,157,498,238
1,1,2,1,1,2,0,11,1,1,2,0,516,238,122,114,157,7,0,0,2,0,134,117,141,18,157
2,2,2,2,2,2,2,0,0,0,0,0,498,53,103,17,119,11,3,1,2,1,61,40,131,53,141
1,1,1,1,1,2,1,11,3,1,2,1,119,157,117,75,29,0,0,0,1,0,7,64,432,31,29
2,1,2,2,0,2,0,1,0,0,0,0,38,240,67,105,53,9,1,0,1,0,105,35,25,154,80
1,2,1,0,0,1,0,3,0,0,1,0,31,38,240,57,54,0,0,0,0,0,18,67,40,38,33
1,1,1,1,1,1,1,7,1,1,1,1,11,122,420,102,1,5,0,0,2,0,25,157,17,55,134
1,2,1,1,2,1,2,10,3,1,2,0,40,29,16,141,31,5,1,1,1,1,117,29,154,33,141
1,1,1,1,0,2,0,11,4,0,3,0,266,16,91,75,238,3,0,0,1,0,154,157,91,58,117
2,2,2,2,0,2,0,1,0,0,1,0,38,40,432,157,122,10,2,0,1,0,238,117,122,40,223
2,2,2,2,0,2,0,1,0,0,0,0,6,80,429,119,103,5,1,0,1,0,105,103,238,67,40
1,1,1,1,0,1,1,7,1,0,2,1,420,157,150,55,122,0,0,0,0,0,31,157,64,40,53
2,2,2,2,2,2,2,1,0,0,0,0,29,6,119,157,114,11,3,2,3,1,516,31,40,157,23
2,2,1,2,2,1,2,3,0,0,1,0,157,254,67,141,60,9,2,1,2,1,92,498,141,119,157
1,1,2,1,1,1,1,9,1,1,2,1,121,38,238,157,154,4,0,0,0,0,114,134,29,91,154
1,1,1,0,0,1,1,7,0,0,2,1,16,7,24,53,11,0,0,0,0,0,18,31,8,19,157
2,1,1,2,1,1,0,3,0,1,1,0,31,51,114,38,58,11,3,1,3,0,55,24,202,51,141
1,2,2,1,1,1,1,8,2,1,2,1,57,31,37,18,157,6,0,0,3,0,268,122,40,113,141
2,1,1,1,1,2,1,7,2,2,1,1,157,498,84,1,24,9,2,1,3,0,238,122,75,154,131
1,1,1,1,0,0,2,8,1,0,0,0,64,119,157,19,11,1,0,0,0,1,105,11,103,57,157
2,2,1,2,2,2,0,6,0,0,1,0,154,119,53,105,67,9,1,2,4,0,59,29,31,141,115
1,1,1,1,1,1,0,10,2,1,4,0,238,32,157,161,8,2,0,0,0,0,238,64,16,63,107
1,2,2,2,1,2,2,8,1,2,2,0,5,29,119,1,23,10,3,0,3,1,29,122,238,53,222
1,1,1,0,1,2,0,4,0,1,1,0,57,202,7,121,18,3,0,0,3,0,154,31,20,202,240
1,1,1,1,1,2,0,11,4,2,3,0,19,6,157,103,84,2,0,0,1,0,103,157,67,80,99
1,1,1,1,0,2,0,8,1,0,2,0,154,17,141,119,24,3,0,0,1,0,119,157,53,105,19
1,1,2,2,2,2,1,11,6,1,2,1,114,7,40,19,18,6,2,3,4,0,40,75,119,19,412
2,2,1,2,2,2,0,4,0,0,1,0,516,31,122,69,11,10,2,1,2,0,41,31,29,141,122
2,2,2,2,0,2,2,0,0,0,0,0,117,122,157,238,96,10,1,0,2,1,75,18,154,141,157
2,2,2,0,0,0,0,0,0,0,0,0,498,121,157,17,29,6,0,0,0,0,67,75,154,51,516
1,2,2,2,0,1,0,10,2,0,4,0,64,157,53,19,238,5,1,0,1,0,89,31,154,157,19
1,1,1,1,0,1,1,11,3,0,2,1,119,238,157,90,35,1,0,0,0,0,5,63,412,29,11
1,2,1,1,0,2,0,9,2,0,2,0,53,498,126,64,114,2,0,0,1,0,114,92,51,154,157
2,1,2,2,1,2,2,2,0,1,1,0,238,121,114,38,53,11,3,1,1,1,154,141,39,18,117
2,1,2,2,2,1,1,3,0,0,1,1,40,23,114,154,19,7,1,1,1,0,31,498,64,114,55
1,2,1,1,0,1,0,11,3,0,1,0,202,40,61,31,17,0,0,0,1,0,122,134,117,67,141
1,2,2,2,2,2,0,8,1,0,1,0,57,31,238,498,75,9,1,1,3,0,157,516,16,53,121
2,1,2,2,1,1,0,3,0,2,3,0,80,157,31,57,75,9,3,0,1,0,114,498,53,122,6
